Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Business Analyst (Analytics),₹4L - ₹6L (Glassdoor Est.),"About 24-7 Intouch
24-7 Intouch is a global customer care and technology company that provides value-driven, future-forward solutions. For over 20 years, we have been the people and technology behind the world’s biggest brands, empowering human potential through our artificial intelligence division, Laivly, and driving change for our client partners through actionable insights and analytics.
For more on our culture, follow the link to Our Story - https://youtu.be/a6CvsUKYN8g

About the Job",3.5,"24-7 Intouch
3.5",Hyderābād,10000+ Employees,2000,Company - Private,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD)
Intership for statistics / data science students - with stipend,₹4L - ₹6L (Glassdoor Est.),"The Datahut internship program provides students a hands-on experience working in the data industry. Datahut works on some of the challenging problems in the web data integration industry. We work with some of the largest companies on the planet, helping them get data for their operations. The marketing team at Datahut helps educate decision-makers at large enterprises through our content and creatives.

We're inviting students with an excellent understanding of statistics and data to work on some exciting data problems. If you have good pattern recognition skills and data analysis skills - you're most welcome.

We get a lot of applications, and we obviously need to filter people. Here is a test for you. You're given the pricing data of two brands, Adidas and Nike. The standard deviation of pricing for Adidas is ""x,"" and for Nike is ""3x"". How would you interpret the pricing data? Include your answer in the application as a cover letter. You're free to be as creative as you can.",4.6,"Datahut
4.6",Cochin,1 to 50 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Quant Analytics Associate Trainee,₹4L - ₹6L (Glassdoor Est.),"QUANT ANALYTICS ASSOCIATE TRAINEE
We are a reputed Export organization having turnover of around 100 crores. We are recruiting ‘Quantitative Analytics Associate Trainee’ for our ‘Investments and Wealth Management’ division. The person will be responsible for developing and implementing algorithms/strategies that help in better decision making for investments in real life stock market environment.
Job Responsibilities:
1. To provide quantitative analysis of trading data
2. To build statistical models for investing
3. To design investing algorithms.
The candidate will be required to work in a fast-paced, multi-tasking environment, analyzing large amount of data and developing prediction algorithms / regression models and implementing them in C++, R, MATLAB and python environments.",-1,Scan Holdings Pvt. Limited,India,1 to 50 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,₹4L - ₹6L (Glassdoor Est.),"Brighter futures start here
Anko is the global capability centre for Kmart Group Australia, fuelling growth aspirations of iconic Australian retail brands Kmart, Target and Anko. Based in Bangalore, India, we strive to accelerate retail innovation by building competitive capabilities in Technology, Data Sciences and Business Services that enable our brands to deliver delightful experiences to our in-store and online customers
Join our team, choose your own path and work on projects that excite you.
What you’ll be doing

Basic understanding of Cloud (AWS, Azure, etc.).
Develop & maintain data science solutions to drive incremental value for the Kmart GroupHypotheses driven solutioning to data science problemsAnalyse and model structured/unstructured data using advanced statistical methodsCommunicate findings to internal teams to enable business",3.4,"Kmart
3.4",Bangalore,10000+ Employees,1899,Subsidiary or Business Segment,General Merchandise & Superstores,Retail & Wholesale,$5 to $10 billion (USD)
Data Science & Analytics - SESG Team,₹4L - ₹6L (Glassdoor Est.),"Position Summary
Role and Responsibilities
Primary skills :- Data Science & Analytics
1. [Data Collecting and managing] Developing modules or scripts for collecting, sampling, cleaning and storing data in DB or file system. Creating validation and testing set for final metric evaluation.
2. [Data pre-processing ] Reflect the features of collected data well and design pre-processing algorithm that eases unnecessary complexity.
3. [Data modelling] Explore and design suitable machine learning model or deep learning algorithm or statistical model to solve business challenges.
4. [Metric Reporting] Defining metric which correlates with business outcome. Calculating and reporting optimized metric result for data.
5. [Root cause analysis] Finding root cause analytically or intuitively why algorithms did not perform well for certain data. What more is required to improve metric further over the data.",3.5,"Samsung Electronics
3.5",Bangalore,1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware Development,Information Technology,$10+ billion (USD)
Data Scientist,₹4L - ₹6L (Glassdoor Est.),"Must experience in :
AI Deep Learning
Machine Learning
NLP
SQL
Model Deployment
Cloud Computing
Data Engineering",4.2,"IBST Private Limited
4.2",Hyderābād,1 to 50 Employees,2020,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Data Scientist,₹4L - ₹6L (Glassdoor Est.),"It's fun to work in a company where people truly BELIEVE in what they are doing!
We're committed to bringing passion and customer focus to the business.
3-10 years in core Data Science & Machine Learning projects
Expert level proficiency in at least one of R and Python.
Ability to create efficient solutions to complex problems. Strong skills in data-structures and ML algorithms.
Experience of working on end-to-end data science pipeline: problem scoping, data gathering, EDA, modelling, insights, visualizations, monitoring and maintenance.
Problem-solving: Ability to break the problem into small parts and applying relevant techniques to drive required outcomes.",4.0,"Fractal Analytics
4.0",Bangalore,1001 to 5000 Employees,2000,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD)
Data Science,₹4L - ₹6L (Glassdoor Est.),"Job Description: DATA SCIENTIST

Selecting features, building and optimizing classifiers using machine learning techniques

Data mining using state-of-the-art methods

Extending company’s data with third party sources of information when needed

Processing, cleansing, and verifying the integrity of data used for analysis",4.4,"Globussoft Technologies
4.4",Bangalore,201 to 500 Employees,2009,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD)
Data Scientist / AI-ML Engineer,₹4L - ₹6L (Glassdoor Est.),"Description
Data Scientist / AI-ML Engineer
Duties and Responsibilities:
1. Research and Develop Innovative Solutions and Quantitative Models for positive impact on Hitachi’s business (e.g., Energy, Industry, Mobility, Smart Life and Financial Services).
2. Provide R&D support to Hitachi business units and group companies for commercialization of research prototypes. This includes Design, Implementation and Demonstration of Proof-of-Concept (PoC) and Working Proto-types,. Exploration of emerging tools, techniques, and technologies are expected.",3.8,"Hitachi India Pvt, Ltd.
3.8",Bangalore,10000+ Employees,1910,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Data scientist,₹4L - ₹6L (Glassdoor Est.),"Roles and responsibilities:
1. Data processing, cleaning and validating the integrity of data to be used for analytics

2. Data extraction using valuable data sources

3. Perform initial investigation and exploratory data analysis

4. Analyzing large amount of data to find patterns and solution

5. Build predictive machine learning models using alogorithms like regression, tree based, boosting etc

6. Develop econometric and statistical models for various problems including projections, classification, clustering, pattern analysis, sampling, simulations, and so forth.

7. Propose solutions and strategies to tackle complex business problems",4.4,"ICICI Prudential Life
4.4",Mumbai,10000+ Employees,2001,Private Practice / Firm,Insurance Carriers,Insurance,$10+ billion (USD)
Jr Data Analyst | Jr Data Scientist,₹4L - ₹6L (Glassdoor Est.),"Skills and Experience (0 - 2 years):
Graduate with Strong mathematical and statistical skills and understanding
Prefer with some Development and enhancement experience of machine learning and statistical models.
Some experience in working with Python, R, SQL
Some experience in working with libraries in Python
Familiarity with NLP(Natural language processing)
Be flexible and ready to learn
Apply to careers@aibridgeml.com",4.9,"AIBridge ML
4.9",Hyderābād,1 to 50 Employees,2019,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Machine learning Engineer,₹4L - ₹6L (Glassdoor Est.),"Hyderabad, Telangana | Full Time

Job Description
We are looking for an expert in machine learning to help us extract value from our data. You will lead all the processes from data collection, cleaning, and preprocessing, to training models and deploying
Responsibilities
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
Managing available resources such as hardware, data, and personnel so that deadlines are met",4.1,"Anblicks
4.1",Hyderābād,201 to 500 Employees,2004,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Data Science,₹4L - ₹6L (Glassdoor Est.),"#LI-Post
Responsibilities:
Independently develop and deliver data science projects/modules with medium to high complexity
Identify machine learning algorithms and methods best suited to solve specific business problem
Build robust code in Python, R etc. in data science projects
Understand business problem and provide solution using data science and analytics
Network with the organization to obtain required data from multiple sources
Data management for data science projects – Data extraction, validation, cleaning, processing and storage",4.2,"HP
4.2",Bangalore,10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer,₹4L - ₹6L (Glassdoor Est.),"#Li-Post
HP is the world’s leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.
We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.
Responsibilities:
Build machine learning systems.
Offering Data Science Excellence to team in DS related modules.",4.2,"HP
4.2",Bangalore,10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Associate Data Scientist I,₹4L - ₹6L (Glassdoor Est.),"Role Proficiency:
Develop data-driven solutions for difficult business challenges. Utilizing analytical statistical and programming skills to collect analyze and interpret large data sets with supervision.

Outcomes:
Work with stakeholders throughout the organization to identify opportunities for leveraging data from our customers to create models that can generate business insights
Build predictive models and machine learning algorithms to analyse large amounts of information to discover trends and patterns.



































Additional Comments:",4.0,"UST
4.0",Bangalore,10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
Lead Analytics Consultant,₹4L - ₹6L (Glassdoor Est.),"About this role:

Wells Fargo is seeking a Lead Analytics Consultant...

In this role, you will:
As part of a team focused on the preserving the customer experience across the organization, this Analytic Consultant will be responsible for:
Understand business objectives and provide credible challenge to analysis requirements.
Verify sound analysis practices and data decisions were leveraged throughout planning and data sourcing phases.
Conduct in-depth research within complex data environments to identify data integrity issues and propose solutions to improve analysis accuracy.


At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",3.7,"WELLS FARGO BANK
3.7",Hyderābād,10000+ Employees,1852,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
Data Scientist - IT,₹4L - ₹6L (Glassdoor Est.),"Job Location Mumbai

Job Description

About the Role:
Are you inspired by invention?
Is problem solving through teamwork in your DNA?
Do you like the idea of seeing how your work impacts the bigger picture?
Do you have passion to transform P&G while enabling better decision-making through advanced analytics and machine learning?
Do you enjoy enhancing business results and improving consumer's lives every single day?
If yes, Join P&G: we offer you a career in Information Technology, starting as Data Scientist in Mumbai.
We are a smart team of doers that work passionately to apply cutting edge advances in Data science and software to solve real-world challenges that will transform our customers’ and consumer’s experiences in ways we can’t even imagine yet. We invent new improvements every day.


Get hands-on into the details on Data Science, using state-of-the-art artificial intelligence, big data platforms and data visualization to discover solutions to problems requiring tremendous creativity. Partner with business leaders to fully understand the problem, and data engineers to automate & deploy your models into applications providing prescriptions to Sales and Marketing executives - that allow P&G to serve consumers worldwide in a better way.
You will analyze and model on big datasets – translating trillion’s daily consumer touchpoints and billions of consumers' behaviors to actionable recommendations
Active Collaboration across Business Teams.
Thinking Big and generating ideas with the Data Science team and stakeholders
Working with customers and cross-functional stakeholder teams to identify, disambiguate, and define problems
Scoping long-term solutions as a series of smaller, more manageable iterations.
Creating data science architectures and building scalable solutions.
Running simulations, measuring performance, building ML models, and designing optimization algorithms
Supporting existing models, while thinking about next generation solutions


Information Technology (IT) uses information and business knowledge to craft innovative solutions that change the way P&G runs business. IT in P&G is now assimilated into each and every business process, creating significant value through Digital Disruptions and Transformations. The broader IT team is sub-divided into Sales IT, Plant IT, Consumer IT, Data Science and Analytics, Data Engineering and Business Analytics, ensuring Data Driven Decision Making embeds across Sales, Marketing and Product Supply Functions. A career in IT with us will build your ownership and influencing skills and will provide you a breadth of experiences across multiple businesses, and depth of expertise.


We are an equal opportunity employer and value diversity at our company. Our mission of diversity and inclusion is: “Everyone valued. Everyone included. Everyone performing at their peak”.


We are a PVP (Purpose, Value and Principles) driven company, and Doing The Right Thing is at the heart of all our Business Actions.

Job Qualifications


2+ years of experience using scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R, SAS, Matlab, etc.)
You have a deep understanding of Statistics and Machine Learning, Optimization, and other advanced analytical models – and how to apply to real world problems
You have a master’s degree or PhD in a quantitative / computational field (Operation Research, Computer Science, Engineering, Applied Math, Statistics, Analytics, Data Science, Life-science, Physics etc.)
You are proud to write solid code. Python and Spark are favorites, not your top ones? We can teach you.
You have familiarity with beating data into submission with pandas, SQL, or Spark.
You have strong communication skills and prefer to chart your own course to get the job done.
You know how to tell a story with data.
You are curious and effective. (Sense a theme? The ability to recognize patterns is important).
You are a Prioritize, there are only so many hours in a day and your friends and family deserve some of it.
You value simplicity and understand that good enough is not a cop out.
You are creative and find that unique viewpoint to solve problems that make others run and cower.
You are collaborative in practicing Data Science as a team sport. We love to brainstorm together!
You are fluent in English (written and oral)


Spark, MapReduce, SQL, Hive
Microsoft Azure, Google Cloud Platform
Experience with Agile DevOps, Github, Jira, Confluence
Basic understanding of Business Intelligence Tools such as PowerBI, Spotfire, Tableau, etc. and/or UI frameworks (Flask, VueJS) to impress your business sponsors

Job Schedule Full time

Job Number R000068809

Job Segmentation Experienced Professionals (Job Segmentation)",4.2,"Procter & Gamble
4.2",Mumbai,10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)
Innovation Digital Data Products & Insights Lead Data Scientist for SDI AI/ML/NLP Data Science team,₹4L - ₹6L (Glassdoor Est.),"Wells Fargo is looking for a highly motivated and collaborative person who can work with all levels of the organization, senior business and technology leaders, and product, operations, and finance managers.

About this role:

At Wells Fargo, we are looking for talented people who will put our customers at the center of everything we do. We are seeking candidates who embrace diversity, equity and inclusion in a workplace where everyone feels valued and inspired. Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

The Strategy, Digital & Innovation (SDI) team forges the strategic direction of Wells Fargo, provides and manages our digital foundation and common capabilities, and transforms our business models to meet evolving customer needs and grow the company. The investments we are making will help the company create innovative digital banking experiences and make it easier for customers to achieve their financial goals.

This role is part of the AI/ML/NLP data science team within the Strategy, Digital & Innovation (SDI) LOB. This role will help enable the organization to operate in a manner consistent with its vision, goals, and objectives. The Strategy, Digital and Innovation (SDI) team forges the strategic direction of Wells Fargo, provides and manages our digital foundation and common capabilities, and transforms our business models to meet evolving customer needs and grow the company. The investments we are making will help the company create innovative digital banking experiences and make it easier for customers to achieve their financial goals.



At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",3.7,"WELLS FARGO BANK
3.7",Hyderābād,10000+ Employees,1852,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
Innovation Digital Data Products & Insights Senior Product Analytics Lead for SDI Payments Analytics,₹4L - ₹6L (Glassdoor Est.),"Wells Fargo is looking for a highly motivated and collaborative person who can work with all levels of the organization, senior business and technology leaders, and product, operations, and finance managers.

About this role:

At Wells Fargo, we are looking for talented people who will put our customers at the center of everything we do. We are seeking candidates who embrace diversity, equity and inclusion in a workplace where everyone feels valued and inspired. Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

The Strategy, Digital & Innovation (SDI) team forges the strategic direction of Wells Fargo, provides and manages our digital foundation and common capabilities, and transforms our business models to meet evolving customer needs and grow the company. The investments we are making will help the company create innovative digital banking experiences and make it easier for customers to achieve their financial goals.

The team you are joining is delivering analytical insights in support of Wells Fargo's Enterprise Payments Strategy. This is an opportunity to drive the future of Wells Fargo.

Wells Fargo is seeking a Senior Lead to drive data and analytics initiatives in the Payments Analytics and Insights Team. The team is responsible for supporting Digital Product Managers and Executives plus relevant stakeholders from across the enterprise. The team will collaborate with stakeholders develop meaningful analyses which drive actionable insights. The team will also need to influence data architecture and may support payments strategy and product development initiatives.



At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",3.7,"WELLS FARGO BANK
3.7",Hyderābād,10000+ Employees,1852,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
Senior Analytics Consultant,₹4L - ₹6L (Glassdoor Est.),"About this role:

Wells Fargo is seeking a Senior Analytics Consultant...

In this role, you will:
Understand business objectives and provide credible challenge to analysis requirements.
Verify sound analysis practices and data decisions were leveraged throughout planning and data sourcing phases.
Conduct in-depth research within complex data environments to identify data integrity issues and propose solutions to improve analysis accuracy.
Applying critical evaluation to challenge assumptions, formulate a defendable hypothesis, and ensuring high quality analysis results.


At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",3.7,"WELLS FARGO BANK
3.7",Hyderābād,10000+ Employees,1852,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
Innovation Digital Data Products & Insights Analytics Manager for SDI CB-CIB Banking Analytics,₹4L - ₹6L (Glassdoor Est.),"Wells Fargo is looking for a highly motivated and collaborative person who can work with all levels of the organization, senior business and technology leaders, and product, operations, and finance managers.

About this role:

At Wells Fargo, we are looking for talented people who will put our customers at the center of everything we do. We are seeking candidates who embrace diversity, equity and inclusion in a workplace where everyone feels valued and inspired. Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

The Strategy, Digital & Innovation (SDI) team forges the strategic direction of Wells Fargo, provides and manages our digital foundation and common capabilities, and transforms our business models to meet evolving customer needs and grow the company. The investments we are making will help the company create innovative digital banking experiences and make it easier for customers to achieve their financial goals.

The team you are joining is developing and executing the strategy for Wells Fargo's Digital Assets and Experiences across the Commercial (CB) and Corporate & Investment (CIB) Banks. This is an opportunity to drive the future of Wells Fargo.

Wells Fargo is seeking an to drive data and analytics initiatives in the CB/CIB Digital Data and Insights Team. The team is responsible for supporting Digital Product Managers responsible for Customer Journeys covering Money Movement, Lending, Capital Markets, and Liquidity. The team will design the data architecture, determine appropriate sources, conform and curate datasets, develop reporting and BI dashboards, and support AI modeling use cases.



At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",3.7,"WELLS FARGO BANK
3.7",Hyderābād,10000+ Employees,1852,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
Innovation Digital Data Products & Insights Senior Lead Data Scientist for SDI AI/ML/NLP Data Science team,₹4L - ₹6L (Glassdoor Est.),"Wells Fargo is looking for a highly motivated and collaborative person who can work with all levels of the organization, senior business and technology leaders, and product, operations, and finance managers.

About this role:

At Wells Fargo, we are looking for talented people who will put our customers at the center of everything we do. We are seeking candidates who embrace diversity, equity and inclusion in a workplace where everyone feels valued and inspired. Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

The Strategy, Digital & Innovation (SDI) team forges the strategic direction of Wells Fargo, provides and manages our digital foundation and common capabilities, and transforms our business models to meet evolving customer needs and grow the company. The investments we are making will help the company create innovative digital banking experiences and make it easier for customers to achieve their financial goals.

This role is part of the AI/ML/NLP data science team within the Strategy, Digital & Innovation (SDI) LOB. This role will help enable the organization to operate in a manner consistent with its vision, goals, and objectives. The Strategy, Digital and Innovation (SDI) team forges the strategic direction of Wells Fargo, provides and manages our digital foundation and common capabilities, and transforms our business models to meet evolving customer needs and grow the company. The investments we are making will help the company create innovative digital banking experiences and make it easier for customers to achieve their financial goals.



At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",3.7,"WELLS FARGO BANK
3.7",Hyderābād,10000+ Employees,1852,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
Analytics Consultant,₹4L - ₹6L (Glassdoor Est.),"About this role:

The Customer Remediation Analytics team is looking for some new team members, which play a critical role of performing analytics activities customer remediation population identification, remediation execution and exploratory analytics as well as transactional testing.

You will be responsible as a team member to support customer remediation analytics execution activities and pre-execution transactional testing. You will interact closely with other Customer Remediation Analytics team members as well as multiple business partners.

In this role, you will:

As part of a team focused on the preserving the customer experience across the organization, this Analytic Consultant will be responsible for:
@RSR



At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",3.7,"WELLS FARGO BANK
3.7",Hyderābād,10000+ Employees,1852,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
